company,grade,toeic,speaking,lang,cert,abr,inte,prize,vol,target
(주)인트론바이오테크놀로지,3.7,741.0,7.0,1.0,1.6,1.1,0.0,1.0,1.0,1
SK텔레콤(주),3.66,835.0,6.0,1.0,1.9,1.2,1.2,1.4,1.3,1
(주)태영건설,3.62,807.0,6.0,0.0,1.9,1.2,1.0,3.0,0.0,1
인탑스(주),3.65,764.0,0.0,1.3,1.9,1.7,1.0,2.0,1.6,1
(주)위메이드,3.54,791.0,6.0,1.0,2.5,1.3,2.2,1.7,2.0,1
(주)한국거래소,3.76,886.0,7.0,0.0,2.6,1.1,1.3,2.0,1.0,1
브리티쉬아메리칸토바코코리아(주),3.49,887.0,8.0,1.0,2.1,1.1,1.0,1.0,1.6,1
신영증권(주),3.75,833.0,6.0,1.3,1.9,1.4,1.0,2.3,2.3,1
(주)한섬,3.67,808.0,6.0,1.1,2.2,1.2,1.4,1.6,1.6,1
한국마이크로소프트(유),3.54,834.0,7.0,1.0,2.0,1.3,1.8,1.3,1.9,1
(주)국보디자인,3.68,776.0,6.0,1.1,2.1,1.2,1.7,2.2,2.2,1
㈜에임메드,3.76,735.0,0.0,1.0,2.2,1.3,1.0,0.0,1.3,1
(주)다원시스,3.6,740.0,0.0,1.0,1.8,1.3,1.5,1.5,1.0,1
㈜GS ITM,3.62,753.0,6.0,0.0,3.1,1.5,1.0,1.3,1.0,1
한솔요리학원,3.8,630.0,0.0,1.0,3.0,1.3,4.0,1.8,1.0,1
동양E&P㈜,3.4,753.0,6.0,0.0,1.8,1.0,1.0,0.0,1.0,1
㈜재능이아카데미,3.58,818.0,7.0,1.0,2.5,1.0,1.3,3.0,1.7,1
바다원(주),3.44,788.0,0.0,1.0,2.5,1.0,2.0,2.0,3.0,1
(주)네오플,3.6,745.0,6.0,1.0,2.1,1.2,1.0,2.5,1.5,1
(주)코리아센터,3.62,728.0,7.0,1.3,2.6,1.2,1.9,1.7,1.6,1
에스케이렌터카(주),3.54,799.0,6.0,1.0,1.8,1.3,1.3,0.0,1.5,1
(주)에듀윌,3.69,797.0,6.0,1.0,2.4,1.4,1.8,2.1,2.2,1
현대모비스(주),3.67,828.0,6.0,1.2,2.0,1.1,1.2,1.4,1.5,1
㈜비아트론,3.45,773.0,0.0,1.0,2.1,1.0,2.0,0.0,1.5,1
현대성우오토모티브코리아㈜,3.57,862.0,5.0,1.5,2.6,1.2,1.0,3.0,1.8,1
㈜아모제,3.65,757.0,6.0,1.1,2.3,1.5,2.2,1.9,1.9,1
위본모터스㈜,3.63,748.0,7.0,2.0,2.2,2.2,0.0,1.0,1.0,1
(주)마크애니,3.64,781.0,6.0,1.0,2.4,1.5,1.3,1.0,1.9,1
(주)다날,3.5,811.0,6.0,1.2,2.0,1.4,1.2,2.1,1.8,1
자라리테일코리아(주),3.63,776.0,6.0,1.2,2.0,1.3,2.2,1.4,2.0,1
대보정보통신(주),3.64,790.0,5.0,2.0,2.5,1.0,3.0,1.0,2.0,1
(주)토다이코리아,3.61,738.0,6.0,1.0,2.1,1.2,1.8,1.0,1.6,1
(주)토마토시스템,3.73,833.0,5.0,0.0,2.7,2.0,1.0,1.5,0.0,1
㈜환경과학기술,3.62,733.0,0.0,1.3,1.8,1.0,1.0,1.5,1.0,1
줌인터넷㈜,3.72,781.0,6.0,1.0,2.5,1.3,2.0,2.0,2.9,1
SK플래닛,3.61,830.0,6.0,1.0,1.9,1.2,1.1,1.5,1.5,1
㈜경봉,3.57,0.0,0.0,0.0,2.0,1.0,2.0,3.7,1.8,1
한국전파기지국㈜,3.51,775.0,0.0,1.0,2.0,1.0,2.7,0.0,1.3,1
(주)카카오,3.58,776.0,7.0,1.2,2.0,1.1,1.6,1.6,1.8,1
(주)동아지질,3.64,748.0,6.0,1.0,2.1,1.8,2.0,1.0,1.3,1
(주)삼진,3.62,680.0,0.0,1.7,1.9,1.3,0.0,1.3,2.3,1
LG CNS,3.58,827.0,6.0,1.2,2.0,1.1,1.3,1.3,1.4,1
삼성전자(주),3.71,831.0,6.0,1.2,2.1,1.3,1.3,2.0,1.9,1
국민건강보험공단일산병원,3.88,827.0,6.0,0.0,2.7,1.1,1.1,1.0,1.6,1
한국전력공사,3.66,849.0,6.0,1.2,2.4,1.2,1.3,1.6,1.7,1
GS칼텍스㈜,3.82,847.0,7.0,1.2,2.0,1.2,1.0,1.6,1.2,1
한국가스공사,3.6,813.0,6.0,1.3,2.4,1.4,1.2,1.6,1.5,1
S-OIL,3.73,888.0,7.0,1.2,1.9,1.1,1.0,1.4,1.4,1
(주)포스코,3.75,849.0,6.0,1.3,2.2,1.3,1.4,1.6,1.7,1
삼성디스플레이(주),3.68,816.0,6.0,1.2,2.2,1.5,1.3,1.7,1.5,1
기아자동차(주),3.73,844.0,6.0,1.2,1.8,1.2,1.2,1.5,1.4,1
LG전자(주),3.67,828.0,6.0,1.2,1.9,1.2,1.2,1.5,1.3,1
LG디스플레이,3.66,802.0,6.0,1.2,2.0,1.2,1.1,1.7,1.3,1
한국조선해양(주),3.7,826.0,6.0,1.1,2.0,1.3,1.3,1.6,1.4,1
SK네트웍스(주),3.7,884.0,7.0,1.0,1.9,1.2,1.2,1.3,1.5,1
현대오일뱅크(주),3.67,858.0,7.0,1.2,2.0,1.2,1.5,1.5,1.7,1
(주)LG화학,3.77,848.0,6.0,1.2,2.0,1.2,1.2,1.6,1.7,1
삼성물산(주),3.69,866.0,7.0,1.4,2.4,1.3,1.5,1.5,1.4,1
㈜KT,3.65,843.0,6.0,1.1,2.0,1.4,1.2,1.4,1.6,1
(주)포스코인터내셔널,3.63,912.0,7.0,1.3,2.3,1.4,1.2,1.9,1.5,1
롯데쇼핑(주),3.67,828.0,7.0,1.2,2.2,1.2,1.4,1.7,1.6,1
한국지엠(주),3.57,817.0,7.0,1.0,1.9,1.2,1.0,1.8,1.7,1
삼성중공업(주),3.68,810.0,6.0,1.3,2.0,1.2,1.3,1.8,1.7,1
대우조선해양(주),3.75,811.0,6.0,1.2,2.0,1.3,1.4,2.1,1.8,1
국민연금공단,3.65,785.0,6.0,1.3,2.3,1.2,1.3,2.1,1.7,1
현대제철(주),3.67,831.0,6.0,1.2,2.1,1.3,1.4,1.5,1.7,1
농업협동조합중앙회,3.58,747.0,6.0,1.0,2.7,1.1,1.7,1.2,1.4,1
롯데케미칼(주),3.75,818.0,6.0,1.1,2.2,1.2,1.3,1.4,1.3,1
(주)대한항공,3.64,819.0,7.0,1.2,1.9,1.2,1.1,1.6,1.6,1
LG유플러스,3.61,824.0,6.0,1.1,1.9,1.2,1.2,1.6,1.8,1
(주)이마트,3.55,842.0,6.0,1.0,2.1,1.1,1.5,1.3,1.5,1
현대건설(주),3.61,825.0,6.0,1.2,2.2,1.3,1.2,1.7,1.5,1
현대글로비스(주),3.74,903.0,6.0,1.2,2.6,1.3,1.3,1.4,2.2,1
㈜한진해운,3.72,871.0,7.0,1.2,2.3,1.5,1.5,1.0,2.0,1
(주)효성,3.65,855.0,6.0,1.2,1.8,1.2,1.2,1.9,1.4,1
삼성엔지니어링(주),3.59,854.0,6.0,1.1,2.0,1.3,1.4,1.7,1.5,1
(주)포스코건설,3.64,843.0,6.0,1.1,1.9,1.2,1.2,1.4,1.4,1
한국마사회,3.55,743.0,6.0,1.2,2.0,1.2,1.3,2.2,1.7,1
여천엔씨씨(주),3.77,858.0,8.0,0.0,2.6,1.0,1.0,2.0,1.6,1
LS니꼬동제련㈜,3.71,885.0,7.0,0.0,2.0,1.0,1.0,1.5,1.0,1
한국남부발전(주),3.66,819.0,6.0,1.0,2.8,1.2,1.3,1.8,1.8,1
홈플러스(주),3.58,827.0,6.0,1.0,2.0,1.3,1.4,1.7,1.7,1
한국도로공사,3.57,838.0,7.0,1.4,2.3,1.8,1.0,1.8,1.9,1
두산중공업(주),3.6,785.0,6.0,1.1,2.2,1.2,1.3,1.6,1.4,1
(주)E1,3.76,894.0,8.0,0.0,1.8,1.0,1.1,1.0,1.4,1
현대위아(주),3.69,841.0,7.0,1.3,1.9,1.2,1.2,1.6,1.4,1
삼성전기(주),3.69,833.0,6.0,1.3,2.1,1.2,1.2,1.5,2.0,1
한국서부발전(주),3.58,793.0,7.0,1.0,2.4,1.2,1.3,1.3,1.5,1
아시아나항공(주),3.67,802.0,6.0,1.2,1.9,1.2,1.1,1.3,1.3,1
현대엔지니어링(주),3.67,850.0,7.0,1.1,1.9,1.2,1.1,1.4,1.4,1
한국동서발전(주),3.59,835.0,6.0,1.0,2.2,1.0,1.3,1.6,1.4,1
(주)한화,3.71,847.0,7.0,1.1,1.9,1.2,1.3,1.6,2.2,1
삼성에스디에스(주),3.64,819.0,6.0,1.1,2.0,1.1,1.1,1.8,1.4,1
한국철도공사,3.62,801.0,6.0,1.2,2.8,1.3,1.2,1.9,2.4,1
현대종합상사㈜,3.71,859.0,7.0,1.3,1.7,1.5,1.4,1.3,1.3,1
롯데건설(주),3.66,835.0,6.0,1.4,2.0,1.3,1.2,1.6,1.2,1
고려아연(주),3.49,793.0,7.0,1.0,2.2,1.2,2.5,2.0,1.4,1
SK가스(주),3.71,899.0,7.0,1.5,2.1,1.0,1.0,1.1,1.7,1
금호석유화학(주),3.71,820.0,6.0,1.3,2.0,1.1,1.1,1.7,1.5,1
한국남동발전(주),3.52,835.0,7.0,1.0,2.9,1.5,1.3,1.0,1.7,1
동국제강(주),3.65,838.0,7.0,1.4,2.2,1.2,1.2,1.7,1.6,1
코오롱인더스트리(주),3.64,845.0,7.0,1.3,2.2,1.2,1.1,1.4,1.6,1
한국타이어앤테크놀로지(주),3.67,834.0,6.0,1.3,2.1,1.0,1.3,2.3,1.6,1
두산인프라코어(주),3.63,803.0,6.0,1.2,2.2,1.2,1.2,1.4,1.3,1
(주)한화건설,3.52,810.0,6.0,1.0,2.0,1.3,1.2,2.3,1.4,1
한국농어촌공사,3.58,761.0,7.0,1.1,2.2,1.2,1.7,1.6,1.3,1
롯데하이마트(주),3.59,808.0,6.0,1.1,2.0,1.3,1.3,1.4,1.9,1
현대삼호중공업(주),3.68,769.0,6.0,1.0,2.1,1.4,1.1,1.6,1.5,1
(주)삼천리,3.68,838.0,0.0,1.0,2.2,1.3,1.0,1.3,1.0,1
(주)현대미포조선,3.65,781.0,0.0,1.0,1.7,1.3,1.2,1.6,1.2,1
서울주택도시공사,3.71,878.0,7.0,0.0,2.5,1.4,1.3,2.3,2.3,1
LS전선㈜,3.57,823.0,7.0,1.2,2.0,1.2,1.1,1.5,1.7,1
쌍용자동차(주),3.55,795.0,7.0,1.0,1.9,1.2,1.0,0.0,1.0,1
(주)호텔롯데,3.66,769.0,6.0,1.2,2.2,1.2,1.4,1.5,1.7,1
르노삼성자동차(주),3.55,802.0,7.0,1.2,2.0,1.2,1.5,1.7,1.4,1
현대파워텍(주),3.63,823.0,6.0,1.0,2.2,1.3,1.1,1.3,1.4,1
㈜BGF리테일,3.69,833.0,6.0,1.0,2.2,1.1,1.1,1.7,1.6,1
코오롱글로벌(주),3.6,805.0,7.0,1.4,2.1,1.2,1.2,1.7,1.6,1
현대로템(주),3.63,787.0,6.0,1.2,2.2,1.4,1.2,1.4,1.3,1
삼성물산(주),3.64,830.0,7.0,1.2,2.0,1.2,1.6,1.9,1.9,1
삼성SDI(주),3.7,804.0,6.0,1.2,2.0,1.3,1.2,1.9,1.7,1
포스코에너지(주),3.81,822.0,6.0,1.0,2.7,1.3,1.3,2.3,1.4,1
HDC(주),3.53,795.0,6.0,1.5,2.1,1.2,1.8,4.0,1.3,1
(주)KCC,3.68,834.0,7.0,1.0,2.1,1.0,1.2,1.2,1.4,1
㈜포스코P&S,3.73,920.0,8.0,1.3,2.1,1.2,1.3,0.0,1.0,1
(주)아모레퍼시픽,3.67,837.0,6.0,1.2,2.1,1.2,1.3,2.1,1.5,1
SK루브리컨츠(주),3.75,878.0,0.0,0.0,2.1,1.0,1.0,1.2,1.0,1
SK브로드밴드(주),3.64,823.0,7.0,1.1,1.9,1.2,1.2,2.9,1.9,1
(주)코스트코코리아,3.54,829.0,6.0,1.1,2.1,1.2,1.6,1.4,1.5,1
태광산업(주),3.64,861.0,7.0,1.5,2.4,1.0,1.0,1.0,2.8,1
(주)케이티앤지,3.7,828.0,6.0,1.0,2.0,1.2,1.2,2.8,1.2,1
한화에어로스페이스(주),3.61,816.0,6.0,1.4,2.2,1.2,1.1,1.4,1.2,1
팬오션(주),3.68,878.0,7.0,1.0,2.1,1.1,1.1,1.0,1.3,1
코닝정밀소재(주),3.63,842.0,7.0,1.5,2.4,1.1,1.6,2.1,1.3,1
(주)풍산,3.63,789.0,7.0,0.0,2.7,1.0,1.0,2.0,2.0,1
한온시스템(주),3.66,805.0,6.0,1.2,2.0,1.2,1.0,1.6,1.0,1
(주)호텔신라,3.69,790.0,6.0,1.1,2.3,1.3,1.5,1.8,1.4,1
한국바스프(주),3.6,811.0,7.0,1.4,2.2,1.4,1.6,1.4,1.5,1
(주)LG생활건강,3.62,861.0,7.0,1.2,2.1,1.2,1.2,1.6,1.4,1
STX조선해양㈜,3.68,800.0,6.0,1.0,1.9,1.1,1.0,1.0,1.4,1
OCI㈜,3.63,850.0,7.0,1.3,2.3,1.3,1.1,1.6,1.2,1
두산건설(주),3.65,805.0,6.0,1.0,2.2,1.0,1.3,1.4,1.6,1
아우디폭스바겐코리아(주),3.59,821.0,7.0,1.0,1.5,1.5,1.0,2.0,1.3,1
(주)코리아세븐,3.58,831.0,6.0,1.3,2.2,1.2,1.3,1.7,1.7,1
롯데로지스틱스투자(주),3.64,871.0,6.0,1.0,2.1,1.3,1.4,1.7,1.9,1
(주)세아베스틸,3.72,819.0,5.0,1.0,2.0,1.3,1.0,3.0,1.3,1
㈜GS글로벌,3.69,799.0,8.0,1.3,2.5,1.5,1.5,1.0,1.5,1
롯데칠성음료(주),3.63,816.0,7.0,1.4,2.3,1.2,1.4,1.4,1.8,1
삼성전자판매(주),3.56,745.0,6.0,1.1,2.2,1.5,1.5,1.9,2.0,1
한국항공우주산업(주),3.72,804.0,7.0,1.1,2.2,1.4,1.3,1.8,1.4,1
(주)이랜드리테일,3.59,828.0,6.0,1.1,2.1,1.3,1.2,1.7,1.6,1
웅진코웨이(주),3.65,781.0,6.0,1.2,2.0,1.3,1.6,1.5,1.8,1
(주)한진중공업,3.65,830.0,6.0,1.0,1.8,1.2,1.5,2.2,1.8,1
대한전선(주),3.58,806.0,7.0,1.0,2.1,1.3,1.5,1.5,1.8,1
(주)STX,3.74,883.0,7.0,1.1,1.7,1.1,1.2,1.2,1.3,1
볼보그룹코리아(주),3.67,853.0,6.0,1.0,2.0,1.3,1.5,0.0,1.0,1
서울도시가스(주),3.49,837.0,0.0,1.0,1.9,1.3,0.0,1.3,1.0,1
(주)농심,3.72,811.0,6.0,1.1,2.2,1.1,1.1,1.7,1.5,1
노벨리스코리아(주),3.61,823.0,7.0,1.5,2.5,1.1,1.2,2.0,2.2,1
SKC(주),3.59,813.0,7.0,1.4,1.9,1.1,1.0,1.5,1.3,1
SK㈜,3.55,798.0,7.0,1.1,2.1,1.3,1.1,1.4,1.1,1
(주)이수화학,3.64,810.0,6.0,0.0,2.1,1.0,1.0,2.5,1.1,1
LS산전(주),3.68,792.0,6.0,1.5,2.0,1.0,1.0,1.4,1.5,1
경기도시공사,3.58,778.0,6.0,1.2,2.1,1.4,1.6,2.5,1.9,1
홈플러스스토어즈(주),3.76,878.0,0.0,0.0,2.3,1.2,1.0,0.0,1.0,1
(주)세아제강지주,3.67,820.0,6.0,1.4,2.6,1.6,1.4,1.0,2.0,1
(주)두산,3.53,779.0,6.0,1.0,1.8,1.4,1.0,2.1,1.6,1
파리크라상,3.69,770.0,6.0,1.2,2.3,1.3,1.8,1.6,1.8,1
하이트진로(주),3.64,822.0,6.0,1.3,2.0,1.1,1.5,1.3,1.5,1
롯데지주㈜,3.58,807.0,6.0,1.0,2.1,1.2,1.5,1.8,1.7,1
현대트랜시스(주),3.59,839.0,6.0,1.0,1.9,1.1,1.3,1.5,1.6,1
코원에너지서비스(주),3.53,812.0,7.0,2.0,2.2,1.3,1.9,1.5,1.3,1
대상(주),3.62,800.0,6.0,1.0,1.9,1.2,1.2,1.5,1.7,1
롯데푸드(주),3.67,782.0,6.0,1.0,2.0,1.0,1.0,1.5,1.1,1
쌍용건설(주),3.58,827.0,6.0,0.0,2.2,1.5,1.5,1.4,1.4,1
(주)신세계,3.65,879.0,6.0,1.0,2.0,1.2,1.2,1.4,1.4,1
동서식품(주),3.78,865.0,7.0,1.7,2.1,1.4,1.3,0.0,1.4,1
(주)현대케피코,3.71,848.0,6.0,0.0,2.3,1.3,1.0,1.5,1.0,1
SK이노베이션(주),3.83,868.0,6.0,2.0,1.8,1.2,1.2,2.0,1.4,1
오비맥주(주),3.61,836.0,7.0,1.0,2.3,1.1,1.6,1.6,2.5,1
SK디스커버리,3.76,824.0,6.0,1.0,1.7,1.2,1.1,1.3,1.4,1
앰코테크놀로지코리아(주),3.7,816.0,6.0,1.1,2.1,1.4,1.4,1.6,1.4,1
(주)한라,3.7,820.0,6.0,1.3,2.0,1.0,1.0,2.0,1.2,1
금호산업(주),3.58,849.0,7.0,1.0,1.9,1.4,1.0,1.7,1.3,1
에스케이마리타임(주),3.75,866.0,5.0,1.0,2.1,1.5,1.0,0.0,1.0,1
(주)LF,3.67,873.0,7.0,1.0,1.9,1.5,1.3,2.1,1.8,1
쌍용양회공업(주),3.64,798.0,7.0,1.2,1.9,1.2,1.0,2.0,1.7,1
SPP조선㈜,3.57,772.0,6.0,1.0,2.3,1.0,1.0,1.0,1.5,1
한신공영㈜,3.52,818.0,7.0,1.0,2.2,1.1,1.6,1.8,1.9,1
넥센타이어(주),3.59,783.0,6.0,1.3,2.3,1.1,1.3,1.4,1.6,1
유한킴벌리(주),3.63,860.0,6.0,1.7,2.1,1.3,1.3,1.9,2.0,1
메르세데스벤츠코리아(주),3.57,834.0,8.0,1.0,2.3,1.4,3.0,0.0,1.0,1
(주)강원랜드,3.67,790.0,7.0,1.3,2.0,1.3,1.0,2.2,3.0,1
(주)팬택자산관리,3.61,826.0,6.0,1.1,1.9,1.2,1.2,1.5,1.6,1
글로벌세아(주),3.7,895.0,7.0,1.1,2.1,1.3,1.4,1.8,1.4,1
롯데정밀화학(주),3.77,817.0,6.0,1.2,1.9,1.5,1.2,2.0,1.5,1
한국쓰리엠(주),3.51,845.0,7.0,1.0,2.7,1.3,1.5,1.7,2.0,1
(주)서원홀딩스,3.51,670.0,5.0,1.0,2.2,1.0,1.2,2.5,2.5,1
(주)부영주택,3.68,760.0,6.0,1.0,2.2,1.5,1.0,1.8,1.7,1
도레이첨단소재(주),3.63,837.0,6.0,1.6,2.0,1.1,1.3,2.3,1.6,1
(주)판토스,3.71,864.0,6.0,1.2,2.5,1.3,1.5,1.4,1.9,1
(주)삼양사,3.68,872.0,8.0,0.0,2.0,1.0,1.0,1.0,2.8,1
(주)한양,3.61,787.0,5.0,0.0,1.9,1.0,0.0,0.0,2.0,1
(주)포스코케미칼,3.74,849.0,7.0,1.3,2.3,1.3,2.0,2.3,1.5,1
삼성전자서비스(주),3.56,680.0,6.0,1.3,2.1,1.2,1.5,1.5,1.6,1
(주)현대그린푸드,3.63,812.0,7.0,1.3,2.5,1.1,1.4,1.7,1.8,1
소니코리아(주),3.57,773.0,6.0,1.4,2.0,1.3,1.8,2.5,1.3,1
한국환경공단,3.59,744.0,6.0,1.2,2.2,1.1,1.2,1.3,1.7,1
(주)휴비스,3.8,831.0,6.0,1.0,2.4,1.2,1.5,2.0,1.4,1
(주)한진,3.67,841.0,7.0,1.1,2.5,1.3,1.3,1.4,2.0,1
서울대학교병원,3.74,800.0,7.0,1.1,2.2,1.5,1.4,1.6,1.9,1
(주)동원F&B,3.59,802.0,6.0,1.2,2.3,1.1,1.3,1.4,1.9,1
한국아이비엠(주),3.63,841.0,6.0,1.1,2.2,1.2,1.2,2.1,1.5,1
한국산업기술진흥원,3.62,836.0,6.0,1.4,2.3,1.2,1.4,1.4,2.3,1
(주)부산도시가스,3.65,852.0,6.0,1.0,2.4,1.0,1.1,1.0,1.0,1
엘아이지넥스원(주),3.75,807.0,6.0,0.0,1.8,1.2,1.4,1.9,1.5,1
남양유업(주),3.67,794.0,6.0,1.0,2.4,1.0,1.6,1.0,1.5,1
에스트라오토모티브시스템(주),3.5,825.0,7.0,1.2,1.8,1.6,1.5,1.3,2.2,1
대한제당(주),3.51,849.0,6.0,1.0,1.9,1.3,1.3,3.0,2.2,1
(주)농협유통,3.51,801.0,6.0,1.3,1.9,1.3,1.5,1.0,2.0,1
한세실업(주),3.69,850.0,7.0,1.0,1.7,1.3,1.9,1.4,2.9,1
(주)에스원,3.67,731.0,6.0,1.0,2.4,1.1,1.9,2.4,1.4,1
(주)아워홈,3.65,750.0,6.0,1.2,2.3,1.2,1.7,1.8,1.7,1
매일유업(주),3.64,858.0,6.0,1.1,2.0,1.3,1.5,2.1,2.1,1
한국석유공사,3.67,843.0,6.0,1.0,2.5,1.4,1.3,1.4,1.6,1
(주)현대백화점,3.58,785.0,7.0,1.1,1.9,1.2,1.7,2.0,1.9,1
한전KPS(주),3.55,805.0,6.0,1.3,2.5,1.1,1.3,2.3,1.3,1
고려해운(주),3.66,808.0,6.0,1.0,2.4,1.3,1.3,1.3,1.4,1
(주)경신,3.61,756.0,7.0,1.0,2.5,1.3,1.3,1.4,1.0,1
㈜대우전자,3.59,817.0,6.0,1.0,2.3,1.3,1.2,2.2,1.8,1
피에스앤마케팅(주),3.45,797.0,6.0,1.1,2.2,1.4,1.7,1.5,1.7,1
(주)영원무역,3.7,889.0,7.0,1.0,2.2,1.2,1.8,2.0,1.3,1
한국옵티칼하이테크(주),3.52,747.0,6.0,1.3,2.0,1.7,1.7,1.4,1.4,1
(주)유라코퍼레이션,3.44,810.0,6.0,1.3,2.4,1.2,1.2,1.7,1.6,1
STX중공업(주),3.75,801.0,6.0,0.0,2.0,1.3,1.0,1.0,1.3,1
GS파워㈜,3.08,822.0,6.0,0.0,1.5,1.0,0.0,0.0,3.0,1
(주)지오영,3.4,798.0,7.0,1.0,1.8,1.2,1.0,1.7,1.5,1
삼성전자로지텍(주),3.44,784.0,8.0,1.0,2.0,1.3,1.3,0.0,1.2,1
서울메트로,3.58,794.0,6.0,1.2,2.2,1.2,1.4,1.5,2.1,1
현대엘리베이터(주),3.62,828.0,6.0,1.0,2.3,1.5,1.5,1.9,1.5,1
한국니토옵티칼㈜,3.73,807.0,7.0,1.2,2.3,1.2,2.5,2.0,1.2,1
㈜GS E&R,3.83,880.0,6.0,1.0,2.1,1.7,1.8,1.4,2.2,1
(주)케이씨씨건설,3.58,817.0,6.0,1.0,2.0,1.2,1.1,1.0,1.4,1
(주)영풍,3.43,756.0,3.0,0.0,2.3,1.2,0.0,2.0,1.5,1
㈜포스코ICT,3.75,815.0,6.0,1.0,2.4,1.4,1.3,2.0,1.0,1
계룡건설산업(주),3.53,802.0,6.0,1.4,2.1,1.3,1.8,1.6,1.6,1
한국무역보험공사,3.69,803.0,7.0,1.1,2.6,1.2,1.8,1.3,1.5,1
㈜GS홈쇼핑,3.61,888.0,7.0,1.0,1.7,1.1,1.5,1.4,1.6,1
한화호텔앤드리조트(주),3.66,811.0,6.0,1.2,2.2,1.3,1.4,1.8,1.5,1
금호피앤비화학㈜,4.04,813.0,0.0,0.0,2.6,1.0,0.0,3.0,1.3,1
대한제강(주),3.62,843.0,6.0,1.0,2.8,1.4,1.1,1.3,1.1,1
(주)히타치엘지데이터스토리지코리아,3.54,776.0,7.0,1.1,2.0,1.5,1.8,1.0,1.0,1
㈜포스코엔지니어링,3.68,827.0,6.0,1.2,2.2,1.1,1.0,1.5,1.2,1
(주)파트론,3.64,675.0,6.0,1.2,2.4,1.2,1.3,1.7,1.7,1
성동조선해양(주),3.57,766.0,6.0,1.1,2.1,1.3,1.7,1.4,1.5,1
㈜CJ헬로,3.69,827.0,6.0,1.0,2.0,1.0,1.2,1.6,1.3,1
희성전자(주),3.44,721.0,6.0,0.0,2.1,1.0,1.5,0.0,2.0,1
코카콜라음료(주),3.47,655.0,7.0,1.0,1.8,1.2,2.0,1.5,1.5,1
동부건설(주),3.59,812.0,6.0,1.3,1.9,1.1,1.0,1.5,1.0,1
(주)인터플렉스,3.53,787.0,6.0,1.0,2.0,1.3,1.6,1.3,1.8,1
롯데알미늄(주),3.53,779.0,7.0,1.3,2.3,1.6,1.7,2.1,1.5,1
LT메탈,3.76,743.0,7.0,1.3,1.8,1.3,2.0,2.5,3.0,1
롯데지알에스(주),3.6,747.0,6.0,1.1,2.2,1.2,1.5,1.7,1.7,1
서울반도체(주),3.63,782.0,6.0,1.1,2.1,1.2,1.1,2.1,1.6,1
SPC삼립,3.55,833.0,6.0,1.2,2.3,1.4,1.3,2.3,1.8,1
텍사스인스트루먼트코리아(주),3.71,859.0,7.0,1.0,2.3,1.0,1.0,1.0,2.3,1
(주)휴맥스,3.56,911.0,6.0,1.5,1.9,1.0,1.0,1.4,1.6,1
한일홀딩스(주),3.53,822.0,6.0,0.0,1.8,1.3,0.0,2.0,1.0,1
(주)호반건설,3.64,828.0,6.0,1.5,1.9,1.0,2.0,1.5,2.2,1
(주)한샘,3.61,802.0,6.0,1.0,1.9,1.3,1.4,1.7,1.9,1
SK E&S,3.72,839.0,7.0,1.0,2.0,1.2,1.1,1.2,1.6,1
CJ푸드빌㈜,3.64,811.0,6.0,1.1,2.1,1.2,1.2,1.6,1.3,1
(주)성우하이텍,3.56,744.0,5.0,1.0,2.3,1.3,1.0,1.7,1.7,1
롯데글로벌로지스(주),3.66,812.0,6.0,1.4,2.3,1.5,1.6,2.1,1.8,1
(주)유한양행,3.57,800.0,6.0,1.3,2.1,1.4,1.7,1.1,2.0,1
태광실업(주),3.68,822.0,6.0,1.0,2.0,1.3,1.5,1.3,1.9,1
(주)제일기획,3.66,853.0,6.0,1.1,1.8,1.3,1.2,2.2,2.0,1
에이지씨화인테크노한국(주),3.56,831.0,0.0,1.4,2.4,1.4,1.0,3.0,1.4,1
세방전지(주),3.76,836.0,7.0,1.0,2.4,1.3,0.0,2.0,2.0,1
매그나칩반도체(유),3.68,760.0,5.0,1.0,2.1,1.1,1.3,1.3,1.0,1
CJ E&M㈜,3.62,863.0,7.0,1.2,1.8,1.2,1.3,1.5,1.4,1
폴리미래(주),3.7,853.0,6.0,1.0,1.8,1.7,0.0,2.7,1.0,1
비테스코테크놀로지스코리아(주),3.49,808.0,7.0,2.0,1.8,1.3,1.0,1.5,1.7,1
도레이케미칼(주),3.64,810.0,5.0,2.0,2.3,1.3,1.5,2.5,1.7,1
세메스(주),3.6,825.0,6.0,1.3,1.9,1.5,1.0,2.0,1.4,1
(주)카길애그리퓨리나,3.54,790.0,7.0,1.0,1.8,1.0,1.0,1.0,3.0,1
㈜KT M&S,3.62,840.0,6.0,1.0,2.7,1.1,1.5,2.5,1.4,1
가온전선(주),3.64,853.0,6.0,1.0,3.0,1.0,2.0,1.0,1.0,1
(주)삼탄,3.48,797.0,7.0,1.0,2.0,1.3,1.0,1.0,1.0,1
한솔섬유(주),3.63,876.0,6.0,1.1,2.1,1.4,1.5,1.8,1.9,1
한성자동차(주),3.66,759.0,7.0,1.5,2.2,1.1,1.7,1.0,2.8,1
롯데렌탈(주),3.45,749.0,6.0,1.0,1.8,1.4,1.6,1.3,1.3,1
에스케이실트론(주),3.64,792.0,6.0,1.0,1.9,1.2,1.0,2.0,1.8,1
덕양산업(주),3.5,806.0,6.0,1.0,2.2,1.2,1.0,2.0,1.7,1
경남에너지(주),3.84,817.0,0.0,0.0,2.4,1.0,1.0,1.0,1.0,1
타타대우상용차(주),3.74,806.0,7.0,0.0,2.5,1.2,3.0,2.0,0.0,1
